FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,2010,2018,2020
A,Annual,IDN,Indonesia,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.505800843,0.549029231,0.54993844
A,Annual,IDN,Indonesia,WB_HCI_LAYS,Learning-Adjusted Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,7.414161205,8.098472595,8.044237137
A,Annual,IDN,Indonesia,WB_HCI_LAYS,Learning-Adjusted Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,7.048772812,7.779806614,7.613639355
A,Annual,IDN,Indonesia,WB_HCI_LAYS,Learning-Adjusted Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,7.230373859,7.934579849,7.827768326
A,Annual,IDN,Indonesia,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.619666696,0.674000025,0.731535137
A,Annual,IDN,Indonesia,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.596333325,0.654000044,0.715064883
A,Annual,IDN,Indonesia,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.60800004,0.664000034,0.72329998
A,Annual,IDN,Indonesia,WB_HCI_PSURV,Probability of Survival to Age 5,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.969378471,0.976972997,0.977811158
A,Annual,IDN,Indonesia,WB_HCI_PSURV,Probability of Survival to Age 5,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.962548733,0.971348941,0.972348988
A,Annual,IDN,Indonesia,WB_HCI_PSURV,Probability of Survival to Age 5,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.965881944,0.974080503,0.975016117
A,Annual,IDN,Indonesia,WB_HCI_TEST,Harmonized Test Scores,F,Female,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,405.6399841,407.7769775,401.9364624
A,Annual,IDN,Indonesia,WB_HCI_TEST,Harmonized Test Scores,M,Male,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,389.9231873,398.2272949,387.6659546
A,Annual,IDN,Indonesia,WB_HCI_TEST,Harmonized Test Scores,_T,Total,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,397.8539124,402.9055176,394.9151001
A,Annual,IND,India,WB_HCI_ASR,Adult Survival Rate,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.835581124,0.850728989,0.854949534
A,Annual,IND,India,WB_HCI_ASR,Adult Survival Rate,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.777533531,0.794149637,0.798603535
A,Annual,IND,India,WB_HCI_ASR,Adult Survival Rate,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.805195451,0.821157396,0.825507641
A,Annual,IND,India,WB_HCI_EYRS,Expected Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,10.93618393,11.21343136
A,Annual,IND,India,WB_HCI_EYRS,Expected Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,10.76586437,11.04427338
A,Annual,IND,India,WB_HCI_EYRS,Expected Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,10.84703541,11.12495327
A,Annual,IND,India,WB_HCI_HCI,Human Capital Index (scale 0-1),F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.491595358,0.500491142
A,Annual,IND,India,WB_HCI_HCI,Human Capital Index (scale 0-1),M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.478702426,0.487256885
A,Annual,IND,India,WB_HCI_HCI,Human Capital Index (scale 0-1),_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.484795809,0.493510902
A,Annual,IND,India,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.48687607,0.495500684
A,Annual,IND,India,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.47397089,0.482295364
A,Annual,IND,India,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.480792373,0.4892658
A,Annual,IND,India,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.496322334,0.505454302
A,Annual,IND,India,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.483405113,0.492241055
A,Annual,IND,India,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.488828242,0.497799367
A,Annual,IND,India,WB_HCI_LAYS,Learning-Adjusted Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,6.981659889,7.15865469
A,Annual,IND,India,WB_HCI_LAYS,Learning-Adjusted Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,6.872928143,7.050664425
A,Annual,IND,India,WB_HCI_LAYS,Learning-Adjusted Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,6.924747467,7.102170467
A,Annual,IND,India,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.522293508,0.657115698,0.657115698
A,Annual,IND,India,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.522412598,0.649194837,0.649194837
A,Annual,IND,India,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.522355795,0.652999997,0.652999997
A,Annual,IND,India,WB_HCI_PSURV,Probability of Survival to Age 5,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.938814759,0.960353434,0.962657869
A,Annual,IND,India,WB_HCI_PSURV,Probability of Survival to Age 5,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.94460839,0.96224016,0.964204848
A,Annual,IND,India,WB_HCI_PSURV,Probability of Survival to Age 5,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.941772819,0.961305261,0.963425756
A,Annual,IND,India,WB_HCI_TEST,Harmonized Test Scores,F,Female,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,,399,399
A,Annual,IND,India,WB_HCI_TEST,Harmonized Test Scores,M,Male,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,,399,399
A,Annual,IND,India,WB_HCI_TEST,Harmonized Test Scores,_T,Total,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,,399,399
A,Annual,IRL,Ireland,WB_HCI_ASR,Adult Survival Rate,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.946499944,0.953419387,0.956357777
A,Annual,IRL,Ireland,WB_HCI_ASR,Adult Survival Rate,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.912930727,0.926399648,0.932230175
A,Annual,IRL,Ireland,WB_HCI_ASR,Adult Survival Rate,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.929607511,0.939921677,0.944304645
A,Annual,IRL,Ireland,WB_HCI_EYRS,Expected Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,13.88769054,13.92032051,13.92032051
A,Annual,IRL,Ireland,WB_HCI_EYRS,Expected Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,13.61220932,13.88188362,13.88188362
A,Annual,IRL,Ireland,WB_HCI_EYRS,Expected Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,13.74937248,13.9005394,13.9005394
A,Annual,IRL,Ireland,WB_HCI_HCI,Human Capital Index (scale 0-1),F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.790237248,0.821852088,0.804584622
A,Annual,IRL,Ireland,WB_HCI_HCI,Human Capital Index (scale 0-1),M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.743606269,0.805503905,0.780813515
A,Annual,IRL,Ireland,WB_HCI_HCI,Human Capital Index (scale 0-1),_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.766302526,0.813675344,0.792599022
A,Annual,IRL,Ireland,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.779861867,0.811041176,0.794014692
A,Annual,IRL,Ireland,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.732097924,0.792434514,0.768982589
A,Annual,IRL,Ireland,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.757318377,0.803831279,0.783532739
A,Annual,IRL,Ireland,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.800743461,0.832504034,0.814544678
A,Annual,IRL,Ireland,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.754707098,0.818294346,0.792312384
A,Annual,IRL,Ireland,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.775254905,0.82295382,0.801084518
A,Annual,IRL,Ireland,WB_HCI_LAYS,Learning-Adjusted Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,11.54109287,11.96998596,11.67973423
A,Annual,IRL,Ireland,WB_HCI_LAYS,Learning-Adjusted Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,11.06445885,11.94793987,11.51020241
A,Annual,IRL,Ireland,WB_HCI_LAYS,Learning-Adjusted Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,11.29946327,11.95956802,11.59479713
A,Annual,IRL,Ireland,WB_HCI_PSURV,Probability of Survival to Age 5,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.996222496,0.996619761,0.996687233
A,Annual,IRL,Ireland,WB_HCI_PSURV,Probability of Survival to Age 5,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.995448887,0.995932162,0.996012926
A,Annual,IRL,Ireland,WB_HCI_PSURV,Probability of Survival to Age 5,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.995825648,0.996266842,0.996342957
A,Annual,IRL,Ireland,WB_HCI_TEST,Harmonized Test Scores,F,Female,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,519.3939819,537.4331055,524.4013062
A,Annual,IRL,Ireland,WB_HCI_TEST,Harmonized Test Scores,M,Male,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,508.0209045,537.9285889,518.220459
A,Annual,IRL,Ireland,WB_HCI_TEST,Harmonized Test Scores,_T,Total,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,513.635376,537.7294922,521.3285522
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_ASR,Adult Survival Rate,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.923185766,0.949489832,0.951362908
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_ASR,Adult Survival Rate,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.868769526,0.915246964,0.917981088
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_ASR,Adult Survival Rate,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.895438313,0.932179511,0.934482455
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_EYRS,Expected Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,10.97550106,11.81238651,11.81238651
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_EYRS,Expected Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,11.09293461,11.88597202,11.88597202
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_EYRS,Expected Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,11.03470516,11.84955215,11.84955215
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI,Human Capital Index (scale 0-1),F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.57705462,0.611038029,0.612076938
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI,Human Capital Index (scale 0-1),M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.552323699,0.575451195,0.576799452
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI,Human Capital Index (scale 0-1),_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.564321935,0.592209101,0.593404472
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.566985786,0.598128617,0.598913491
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.542151868,0.560992002,0.561998367
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.55676198,0.580409706,0.581339717
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.587181926,0.622536838,0.623693049
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.561953664,0.5883708,0.589852393
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.571589649,0.602442086,0.603761494
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_LAYS,Learning-Adjusted Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,7.991846561,8.434182167,8.434182167
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_LAYS,Learning-Adjusted Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,7.909683704,7.980246067,7.980246067
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_LAYS,Learning-Adjusted Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,7.950358391,8.192461967,8.192461967
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_PSURV,Probability of Survival to Age 5,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.981158078,0.985745013,0.98621434
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_PSURV,Probability of Survival to Age 5,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.979484856,0.984428704,0.984975576
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_PSURV,Probability of Survival to Age 5,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.980295599,0.985093057,0.985598683
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_TEST,Harmonized Test Scores,F,Female,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,455.0957642,446.2572937,446.2572937
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_TEST,Harmonized Test Scores,M,Male,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,445.6487427,419.6252136,419.6252136
A,Annual,IRN,"Iran, Islamic Rep.",WB_HCI_TEST,Harmonized Test Scores,_T,Total,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,450.3041992,432.1082153,432.1082153
A,Annual,IRQ,Iraq,WB_HCI_ASR,Adult Survival Rate,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.864010453,0.869463384,0.872336268
A,Annual,IRQ,Iraq,WB_HCI_ASR,Adult Survival Rate,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.784115016,0.812844157,0.815534711
A,Annual,IRQ,Iraq,WB_HCI_ASR,Adult Survival Rate,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.824325323,0.841645718,0.844261885
A,Annual,IRQ,Iraq,WB_HCI_EYRS,Expected Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,5.863376141,7.038986206,7.243127346
A,Annual,IRQ,Iraq,WB_HCI_EYRS,Expected Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,5.989933014,6.729045391,6.70173502
A,Annual,IRQ,Iraq,WB_HCI_EYRS,Expected Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,5.908937454,6.886379719,6.931927681
A,Annual,IRQ,Iraq,WB_HCI_HCI,Human Capital Index (scale 0-1),F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.412621886,0.423505098
A,Annual,IRQ,Iraq,WB_HCI_HCI,Human Capital Index (scale 0-1),M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.387817621,0.395175427
A,Annual,IRQ,Iraq,WB_HCI_HCI,Human Capital Index (scale 0-1),_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.39948228,0.407643288
A,Annual,IRQ,Iraq,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.405751675,0.415973723
A,Annual,IRQ,Iraq,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.380976379,0.387778431
A,Annual,IRQ,Iraq,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.393027395,0.400583088
A,Annual,IRQ,Iraq,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.41881454,0.430220991
A,Annual,IRQ,Iraq,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.394025952,0.401803255
A,Annual,IRQ,Iraq,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,,0.405161202,0.413814187
A,Annual,IRQ,Iraq,WB_HCI_LAYS,Learning-Adjusted Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,4.242671013,4.36571455
A,Annual,IRQ,Iraq,WB_HCI_LAYS,Learning-Adjusted Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,3.801466703,3.78603816
A,Annual,IRQ,Iraq,WB_HCI_LAYS,Learning-Adjusted Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,,4.004374981,4.030860424
A,Annual,IRQ,Iraq,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.787335396,0.787335396,0.870389402
A,Annual,IRQ,Iraq,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.771859765,0.771859765,0.876534402
A,Annual,IRQ,Iraq,WB_HCI_NOSTU,Fraction of Children Under 5 Not Stunted,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.779402375,0.779402375,0.873570204
A,Annual,IRQ,Iraq,WB_HCI_PSURV,Probability of Survival to Age 5,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.968511283,0.975159585,0.975989938
A,Annual,IRQ,Iraq,WB_HCI_PSURV,Probability of Survival to Age 5,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.962184727,0.969775915,0.970746338
A,Annual,IRQ,Iraq,WB_HCI_PSURV,Probability of Survival to Age 5,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.965254247,0.97239089,0.973287523
A,Annual,IRQ,Iraq,WB_HCI_TEST,Harmonized Test Scores,F,Female,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,,376.7118225,376.7118225
A,Annual,IRQ,Iraq,WB_HCI_TEST,Harmonized Test Scores,M,Male,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,,353.0837708,353.0837708
A,Annual,IRQ,Iraq,WB_HCI_TEST,Harmonized Test Scores,_T,Total,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,,363.4324951,363.4324951
A,Annual,ISL,Iceland,WB_HCI_ASR,Adult Survival Rate,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.959230542,0.964863241,0.966035485
A,Annual,ISL,Iceland,WB_HCI_ASR,Adult Survival Rate,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.932718694,0.940877974,0.94387126
A,Annual,ISL,Iceland,WB_HCI_ASR,Adult Survival Rate,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.945690691,0.952734232,0.954819381
A,Annual,ISL,Iceland,WB_HCI_EYRS,Expected Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,13.27201271,13.54500961,13.54500961
A,Annual,ISL,Iceland,WB_HCI_EYRS,Expected Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,13.20776081,13.37919903,13.37919903
A,Annual,ISL,Iceland,WB_HCI_EYRS,Expected Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,13.23926449,13.46027088,13.46027088
A,Annual,ISL,Iceland,WB_HCI_HCI,Human Capital Index (scale 0-1),F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.772066057,0.763281286,0.768019617
A,Annual,ISL,Iceland,WB_HCI_HCI,Human Capital Index (scale 0-1),M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.738951683,0.72395426,0.723508477
A,Annual,ISL,Iceland,WB_HCI_HCI,Human Capital Index (scale 0-1),_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.755177617,0.743431091,0.745281875
A,Annual,ISL,Iceland,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.765896738,0.755555391,0.759432673
A,Annual,ISL,Iceland,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.73226732,0.715072632,0.715462804
A,Annual,ISL,Iceland,WB_HCI_HCI_LOWER,"Human Capital Index, Lower Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.750490487,0.737083614,0.739062607
A,Annual,ISL,Iceland,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",F,Female,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.778452158,0.77143234,0.777008832
A,Annual,ISL,Iceland,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",M,Male,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.745530367,0.732774675,0.731307149
A,Annual,ISL,Iceland,WB_HCI_HCI_UPPER,"Human Capital Index, Upper Bound (scale 0-1)",_T,Total,IX_0T1,Score 0-1,WB_HCI,Human Capital Index (HCI),0,Units,0.759989798,0.749550104,0.751472235
A,Annual,ISL,Iceland,WB_HCI_LAYS,Learning-Adjusted Years of School,F,Female,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,11.12908268,10.93335247,11.00038528
A,Annual,ISL,Iceland,WB_HCI_LAYS,Learning-Adjusted Years of School,M,Male,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,10.80286026,10.4719944,10.43899059
A,Annual,ISL,Iceland,WB_HCI_LAYS,Learning-Adjusted Years of School,_T,Total,YR,Years,WB_HCI,Human Capital Index (HCI),0,Units,10.96588802,10.70507431,10.71831131
A,Annual,ISL,Iceland,WB_HCI_PSURV,Probability of Survival to Age 5,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.997605383,0.998142123,0.99820286
A,Annual,ISL,Iceland,WB_HCI_PSURV,Probability of Survival to Age 5,M,Male,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.997173727,0.997810662,0.997880816
A,Annual,ISL,Iceland,WB_HCI_PSURV,Probability of Survival to Age 5,_T,Total,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.997383177,0.997972071,0.998038173
A,Annual,ISL,Iceland,WB_HCI_TEST,Harmonized Test Scores,F,Female,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,524.0860596,504.4917297,507.5847778
A,Annual,ISL,Iceland,WB_HCI_TEST,Harmonized Test Scores,M,Male,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,511.1984863,489.1919861,487.6502075
A,Annual,ISL,Iceland,WB_HCI_TEST,Harmonized Test Scores,_T,Total,SCORE,Score,WB_HCI,Human Capital Index (HCI),0,Units,517.6782837,497.0681152,497.6827698
A,Annual,ISR,Israel,WB_HCI_ASR,Adult Survival Rate,F,Female,U,Unitless,WB_HCI,Human Capital Index (HCI),0,Units,0.956376374,0.961922288,0.96305114
